,model,year,transmission,mileage,fuelType,engineSize,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol,price
297, C Class,2017,Semi-Auto,25149,Petrol,2.0,0,0,0,1,0,0,0,1,17495
298, C Class,2019,Semi-Auto,5947,Petrol,1.6,0,0,0,1,0,0,0,1,25495
299, C Class,2019,Automatic,2749,Diesel,2.0,1,0,0,0,1,0,0,0,36995
300, C Class,2019,Semi-Auto,7144,Diesel,2.0,0,0,0,1,1,0,0,0,30999
301, C Class,2019,Semi-Auto,4843,Diesel,2.0,0,0,0,1,1,0,0,0,29999
302, C Class,2016,Automatic,44641,Diesel,2.1,1,0,0,0,1,0,0,0,17880
303, C Class,2016,Manual,26682,Diesel,2.1,0,1,0,0,1,0,0,0,13660
304, C Class,2016,Automatic,18865,Diesel,2.1,1,0,0,0,1,0,0,0,23920
305, C Class,2017,Semi-Auto,21225,Diesel,2.1,0,0,0,1,1,0,0,0,22960
306, C Class,2017,Semi-Auto,52519,Diesel,1.6,0,0,0,1,1,0,0,0,16590
307, C Class,2017,Semi-Auto,42000,Diesel,2.1,0,0,0,1,1,0,0,0,17990
308, C Class,2019,Automatic,3233,Petrol,1.6,1,0,0,0,0,0,0,1,22270
309, C Class,2016,Semi-Auto,28535,Diesel,2.1,0,0,0,1,1,0,0,0,22680
310, C Class,2017,Semi-Auto,32629,Diesel,2.1,0,0,0,1,1,0,0,0,22440
311, C Class,2016,Semi-Auto,30748,Diesel,2.1,0,0,0,1,1,0,0,0,17820
312, C Class,2016,Semi-Auto,17600,Diesel,2.1,0,0,0,1,1,0,0,0,19290
313, C Class,2016,Semi-Auto,31360,Diesel,2.1,0,0,0,1,1,0,0,0,16390
314, C Class,2016,Semi-Auto,19598,Petrol,2.0,0,0,0,1,0,0,0,1,14450
315, C Class,2016,Automatic,28192,Diesel,2.1,1,0,0,0,1,0,0,0,17250
316, C Class,2016,Semi-Auto,38087,Diesel,2.1,0,0,0,1,1,0,0,0,19690
317, C Class,2017,Semi-Auto,23523,Diesel,2.1,0,0,0,1,1,0,0,0,19250
318, C Class,2019,Automatic,7716,Petrol,1.5,1,0,0,0,0,0,0,1,21980
319, C Class,2019,Automatic,1647,Petrol,1.5,1,0,0,0,0,0,0,1,23990
320, C Class,2019,Semi-Auto,5572,Petrol,1.5,0,0,0,1,0,0,0,1,21980
321, C Class,2019,Automatic,101,Diesel,2.0,1,0,0,0,1,0,0,0,27990
322, C Class,2015,Semi-Auto,66796,Hybrid,2.1,0,0,0,1,0,1,0,0,16998
323, C Class,2016,Semi-Auto,41056,Diesel,2.1,0,0,0,1,1,0,0,0,19698
324, C Class,2015,Manual,32140,Diesel,2.1,0,1,0,0,1,0,0,0,15498
325, C Class,2020,Semi-Auto,1500,Petrol,4.0,0,0,0,1,0,0,0,1,67999
326, C Class,2020,Semi-Auto,1500,Petrol,1.5,0,0,0,1,0,0,0,1,34999
327, C Class,2016,Semi-Auto,12249,Petrol,2.0,0,0,0,1,0,0,0,1,21299
328, C Class,2017,Semi-Auto,37564,Hybrid,2.0,0,0,0,1,0,1,0,0,17999
329, C Class,2019,Semi-Auto,14360,Petrol,1.5,0,0,0,1,0,0,0,1,19999
330, C Class,2017,Semi-Auto,10288,Petrol,2.0,0,0,0,1,0,0,0,1,21999
331, C Class,2016,Semi-Auto,43236,Diesel,2.1,0,0,0,1,1,0,0,0,17699
332, C Class,2016,Semi-Auto,33113,Diesel,2.1,0,0,0,1,1,0,0,0,14580
333, C Class,2017,Semi-Auto,19784,Petrol,2.0,0,0,0,1,0,0,0,1,23990
334, C Class,2019,Automatic,1610,Diesel,2.0,1,0,0,0,1,0,0,0,28660
335, C Class,2017,Semi-Auto,31326,Diesel,2.1,0,0,0,1,1,0,0,0,19490
336, C Class,2017,Semi-Auto,32790,Diesel,2.1,0,0,0,1,1,0,0,0,21770
337, C Class,2019,Semi-Auto,11728,Diesel,2.0,0,0,0,1,1,0,0,0,25990
338, C Class,2019,Automatic,6282,Diesel,2.0,1,0,0,0,1,0,0,0,28660
339, C Class,2017,Semi-Auto,41131,Diesel,2.1,0,0,0,1,1,0,0,0,22590
340, C Class,2017,Automatic,14052,Diesel,2.1,1,0,0,0,1,0,0,0,22770
341, C Class,2015,Automatic,44929,Diesel,2.1,1,0,0,0,1,0,0,0,16480
342, C Class,2018,Semi-Auto,10579,Diesel,2.0,0,0,0,1,1,0,0,0,27698
343, C Class,2017,Semi-Auto,30536,Petrol,2.0,0,0,0,1,0,0,0,1,16499
344, C Class,2019,Semi-Auto,10985,Petrol,1.5,0,0,0,1,0,0,0,1,19895
345, C Class,2019,Semi-Auto,11480,Diesel,2.0,0,0,0,1,1,0,0,0,27595
346, C Class,2019,Semi-Auto,12986,Diesel,2.0,0,0,0,1,1,0,0,0,25795
347, C Class,2019,Semi-Auto,3984,Petrol,1.5,0,0,0,1,0,0,0,1,24499
348, C Class,2019,Semi-Auto,8771,Petrol,2.0,0,0,0,1,0,0,0,1,30495
349, C Class,2019,Semi-Auto,1683,Diesel,2.0,0,0,0,1,1,0,0,0,29999
350, C Class,2018,Semi-Auto,16347,Diesel,2.0,0,0,0,1,1,0,0,0,27495
351, C Class,2019,Manual,6959,Petrol,1.6,0,1,0,0,0,0,0,1,21795
352, C Class,2013,Automatic,50591,Petrol,1.6,1,0,0,0,0,0,0,1,9881
353, C Class,2015,Manual,14480,Petrol,2.0,0,1,0,0,0,0,0,1,13498
354, C Class,2019,Semi-Auto,10471,Diesel,2.0,0,0,0,1,1,0,0,0,24450
355, C Class,2015,Semi-Auto,37000,Diesel,2.1,0,0,0,1,1,0,0,0,17450
356, C Class,2016,Semi-Auto,34000,Diesel,2.1,0,0,0,1,1,0,0,0,14450
357, C Class,2017,Semi-Auto,22369,Diesel,2.1,0,0,0,1,1,0,0,0,24990
358, C Class,2015,Semi-Auto,29286,Diesel,2.1,0,0,0,1,1,0,0,0,16440
359, C Class,2014,Semi-Auto,52500,Diesel,2.1,0,0,0,1,1,0,0,0,9891
360, C Class,2015,Semi-Auto,26273,Petrol,2.0,0,0,0,1,0,0,0,1,16998
361, C Class,2015,Semi-Auto,48123,Diesel,2.1,0,0,0,1,1,0,0,0,16710
362, C Class,2017,Automatic,19779,Diesel,2.1,1,0,0,0,1,0,0,0,22495
363, C Class,2017,Automatic,39447,Petrol,2.0,1,0,0,0,0,0,0,1,21565
364, C Class,2017,Semi-Auto,28272,Petrol,2.0,0,0,0,1,0,0,0,1,21697
365, C Class,2016,Semi-Auto,20972,Diesel,2.1,0,0,0,1,1,0,0,0,20990
366, C Class,2016,Semi-Auto,21745,Petrol,2.0,0,0,0,1,0,0,0,1,14770
367, C Class,2015,Semi-Auto,31878,Diesel,2.1,0,0,0,1,1,0,0,0,13448
368, C Class,2014,Semi-Auto,34382,Diesel,2.1,0,0,0,1,1,0,0,0,15998
369, C Class,2018,Semi-Auto,12170,Diesel,2.0,0,0,0,1,1,0,0,0,27498
370, C Class,2016,Semi-Auto,24111,Hybrid,2.0,0,0,0,1,0,1,0,0,19498
371, C Class,2017,Semi-Auto,22888,Diesel,2.1,0,0,0,1,1,0,0,0,22498
372, C Class,2016,Automatic,14965,Diesel,2.1,1,0,0,0,1,0,0,0,20105
373, C Class,2016,Semi-Auto,45868,Diesel,2.1,0,0,0,1,1,0,0,0,14220
374, C Class,2017,Semi-Auto,27637,Diesel,2.1,0,0,0,1,1,0,0,0,22260
375, C Class,2014,Semi-Auto,32475,Diesel,2.1,0,0,0,1,1,0,0,0,16990
376, C Class,2019,Automatic,151,Petrol,3.0,1,0,0,0,0,0,0,1,41880
377, C Class,2019,Automatic,151,Diesel,2.0,1,0,0,0,1,0,0,0,30990
378, C Class,2019,Automatic,7324,Petrol,1.5,1,0,0,0,0,0,0,1,28880
379, C Class,2019,Automatic,2501,Diesel,2.0,1,0,0,0,1,0,0,0,28990
380, C Class,2016,Semi-Auto,33237,Diesel,2.1,0,0,0,1,1,0,0,0,18700
381, C Class,2017,Semi-Auto,63019,Diesel,2.1,0,0,0,1,1,0,0,0,17440
382, C Class,2016,Semi-Auto,27306,Diesel,2.1,0,0,0,1,1,0,0,0,17770
383, C Class,2017,Semi-Auto,34278,Diesel,2.1,0,0,0,1,1,0,0,0,18433
384, C Class,2016,Semi-Auto,26600,Diesel,2.1,0,0,0,1,1,0,0,0,21440
385, C Class,2017,Semi-Auto,19155,Diesel,2.1,0,0,0,1,1,0,0,0,22170
386, C Class,2017,Semi-Auto,31538,Diesel,2.1,0,0,0,1,1,0,0,0,21115
387, C Class,2019,Semi-Auto,3539,Diesel,1.6,0,0,0,1,1,0,0,0,21497
388, C Class,2019,Semi-Auto,1287,Diesel,2.0,0,0,0,1,1,0,0,0,28400
389, C Class,2016,Automatic,25178,Diesel,2.1,1,0,0,0,1,0,0,0,22765
390, C Class,2018,Semi-Auto,23061,Diesel,2.1,0,0,0,1,1,0,0,0,22880
391, C Class,2019,Automatic,3761,Petrol,1.5,1,0,0,0,0,0,0,1,22455
392, C Class,2017,Semi-Auto,22684,Diesel,2.1,0,0,0,1,1,0,0,0,17330
393, C Class,2017,Automatic,46294,Diesel,2.1,1,0,0,0,1,0,0,0,18795
394, C Class,2016,Semi-Auto,39656,Diesel,2.1,0,0,0,1,1,0,0,0,15220
395, C Class,2017,Semi-Auto,13096,Diesel,2.1,0,0,0,1,1,0,0,0,21440
396, C Class,2017,Semi-Auto,21462,Diesel,2.1,0,0,0,1,1,0,0,0,20200
397, C Class,2018,Semi-Auto,5232,Diesel,1.6,0,0,0,1,1,0,0,0,19660
398, C Class,2017,Semi-Auto,15527,Diesel,2.1,0,0,0,1,1,0,0,0,22990
399, C Class,2018,Semi-Auto,21200,Diesel,2.1,0,0,0,1,1,0,0,0,22770
400, C Class,2018,Semi-Auto,45335,Diesel,2.1,0,0,0,1,1,0,0,0,19775
401, C Class,2017,Semi-Auto,9873,Diesel,2.1,0,0,0,1,1,0,0,0,24660
402, C Class,2017,Semi-Auto,22574,Petrol,4.0,0,0,0,1,0,0,0,1,33495
403, C Class,2019,Semi-Auto,1705,Petrol,1.6,0,0,0,1,0,0,0,1,26890
404, C Class,2019,Semi-Auto,2622,Petrol,1.6,0,0,0,1,0,0,0,1,26885
405, C Class,2019,Semi-Auto,5298,Diesel,2.0,0,0,0,1,1,0,0,0,34790
406, C Class,2017,Semi-Auto,22994,Petrol,2.0,0,0,0,1,0,0,0,1,18495
407, C Class,2016,Semi-Auto,30301,Diesel,2.1,0,0,0,1,1,0,0,0,15699
408, C Class,2017,Semi-Auto,28480,Diesel,1.6,0,0,0,1,1,0,0,0,18499
409, C Class,2018,Semi-Auto,20087,Petrol,2.0,0,0,0,1,0,0,0,1,24799
410, C Class,2017,Automatic,11800,Diesel,2.1,1,0,0,0,1,0,0,0,18995
411, C Class,2014,Semi-Auto,25901,Diesel,2.1,0,0,0,1,1,0,0,0,15280
412, C Class,2014,Automatic,20417,Petrol,2.0,1,0,0,0,0,0,0,1,14795
413, C Class,2018,Automatic,14467,Diesel,2.1,1,0,0,0,1,0,0,0,19840
414, C Class,2014,Semi-Auto,53144,Diesel,2.1,0,0,0,1,1,0,0,0,13791
415, C Class,2017,Semi-Auto,14346,Diesel,2.1,0,0,0,1,1,0,0,0,24360
416, C Class,2016,Semi-Auto,35991,Diesel,2.1,0,0,0,1,1,0,0,0,16990
417, C Class,2016,Semi-Auto,30795,Diesel,2.1,0,0,0,1,1,0,0,0,17990
418, C Class,2014,Semi-Auto,56958,Diesel,2.1,0,0,0,1,1,0,0,0,14990
419, C Class,2016,Semi-Auto,26957,Diesel,1.6,0,0,0,1,1,0,0,0,15990
420, C Class,2017,Semi-Auto,26281,Diesel,1.6,0,0,0,1,1,0,0,0,16998
421, C Class,2016,Semi-Auto,16723,Diesel,2.1,0,0,0,1,1,0,0,0,21495
422, C Class,2016,Semi-Auto,14909,Diesel,2.1,0,0,0,1,1,0,0,0,20995
423, C Class,2018,Semi-Auto,24158,Diesel,2.1,0,0,0,1,1,0,0,0,20495
424, C Class,2019,Semi-Auto,10605,Diesel,2.0,0,0,0,1,1,0,0,0,24736
425, C Class,2017,Semi-Auto,12648,Diesel,2.1,0,0,0,1,1,0,0,0,21595
426, C Class,2017,Semi-Auto,36135,Diesel,2.1,0,0,0,1,1,0,0,0,21295
427, C Class,2016,Semi-Auto,19488,Diesel,2.1,0,0,0,1,1,0,0,0,19995
428, C Class,2017,Semi-Auto,23033,Diesel,2.1,0,0,0,1,1,0,0,0,23495
429, C Class,2016,Semi-Auto,22178,Diesel,1.6,0,0,0,1,1,0,0,0,15490
430, C Class,2017,Semi-Auto,23400,Diesel,2.1,0,0,0,1,1,0,0,0,17000
431, C Class,2017,Automatic,22214,Petrol,2.0,1,0,0,0,0,0,0,1,16402
432, C Class,2019,Automatic,10920,Diesel,2.1,1,0,0,0,1,0,0,0,20682
433, C Class,2018,Semi-Auto,8673,Diesel,2.0,0,0,0,1,1,0,0,0,29232
434, C Class,2015,Semi-Auto,39687,Petrol,2.0,0,0,0,1,0,0,0,1,14698
435, C Class,2014,Semi-Auto,54230,Diesel,2.1,0,0,0,1,1,0,0,0,14288
436, C Class,2018,Semi-Auto,16974,Diesel,2.1,0,0,0,1,1,0,0,0,18265
437, C Class,2014,Semi-Auto,14354,Petrol,2.0,0,0,0,1,0,0,0,1,15971
438, C Class,2017,Automatic,35599,Petrol,2.0,1,0,0,0,0,0,0,1,19465
439, C Class,2017,Semi-Auto,32632,Diesel,2.1,0,0,0,1,1,0,0,0,16210
440, C Class,2016,Semi-Auto,35394,Diesel,2.1,0,0,0,1,1,0,0,0,16990
441, C Class,2017,Semi-Auto,19733,Petrol,2.0,0,0,0,1,0,0,0,1,20990
442, C Class,2016,Semi-Auto,15511,Petrol,2.0,0,0,0,1,0,0,0,1,17699
443, C Class,2017,Semi-Auto,41857,Diesel,2.1,0,0,0,1,1,0,0,0,18495
444, C Class,2019,Semi-Auto,4099,Petrol,1.5,0,0,0,1,0,0,0,1,28995
445, C Class,2016,Automatic,50995,Diesel,1.6,1,0,0,0,1,0,0,0,14495
446, C Class,2014,Semi-Auto,45527,Diesel,2.1,0,0,0,1,1,0,0,0,13950
447, C Class,2014,Semi-Auto,74000,Diesel,2.1,0,0,0,1,1,0,0,0,12750
448, C Class,2016,Automatic,45907,Hybrid,2.1,1,0,0,0,0,1,0,0,19495
449, C Class,2016,Semi-Auto,38305,Diesel,2.1,0,0,0,1,1,0,0,0,18995
450, C Class,2018,Semi-Auto,33082,Diesel,2.1,0,0,0,1,1,0,0,0,19950
451, C Class,2017,Semi-Auto,22424,Diesel,2.1,0,0,0,1,1,0,0,0,19498
452, C Class,2014,Semi-Auto,46425,Diesel,2.1,0,0,0,1,1,0,0,0,16360
453, C Class,2017,Automatic,24425,Diesel,2.1,1,0,0,0,1,0,0,0,16767
454, C Class,2014,Semi-Auto,62448,Diesel,2.1,0,0,0,1,1,0,0,0,10190
455, C Class,2018,Semi-Auto,39383,Hybrid,2.0,0,0,0,1,0,1,0,0,19298
456, C Class,2015,Semi-Auto,32023,Diesel,2.1,0,0,0,1,1,0,0,0,15998
457, C Class,2016,Semi-Auto,25202,Diesel,1.6,0,0,0,1,1,0,0,0,15998
458, C Class,2017,Semi-Auto,28631,Diesel,2.1,0,0,0,1,1,0,0,0,24698
459, C Class,2016,Semi-Auto,29002,Diesel,2.1,0,0,0,1,1,0,0,0,14398
460, C Class,2014,Semi-Auto,66140,Diesel,2.1,0,0,0,1,1,0,0,0,15998
461, C Class,2018,Semi-Auto,33082,Diesel,2.1,0,0,0,1,1,0,0,0,19950
462, C Class,2014,Semi-Auto,39173,Diesel,2.1,0,0,0,1,1,0,0,0,11149
463, C Class,2018,Semi-Auto,27000,Petrol,2.0,0,0,0,1,0,0,0,1,17990
464, C Class,2017,Semi-Auto,17000,Diesel,2.1,0,0,0,1,1,0,0,0,16490
465, C Class,2017,Semi-Auto,35000,Hybrid,2.0,0,0,0,1,0,1,0,0,18450
466, C Class,2015,Semi-Auto,39877,Diesel,2.1,0,0,0,1,1,0,0,0,11850
467, C Class,2017,Semi-Auto,14893,Diesel,1.6,0,0,0,1,1,0,0,0,16350
468, C Class,2015,Semi-Auto,81816,Petrol,2.0,0,0,0,1,0,0,0,1,10477
469, C Class,2018,Semi-Auto,15408,Petrol,2.0,0,0,0,1,0,0,0,1,18998
470, C Class,2016,Automatic,40998,Diesel,2.1,1,0,0,0,1,0,0,0,15870
471, C Class,2016,Automatic,23539,Diesel,2.1,1,0,0,0,1,0,0,0,16700
472, C Class,2017,Semi-Auto,37293,Petrol,2.0,0,0,0,1,0,0,0,1,19502
473, C Class,2019,Automatic,7866,Diesel,2.0,1,0,0,0,1,0,0,0,28332
474, C Class,2016,Semi-Auto,14160,Diesel,2.1,0,0,0,1,1,0,0,0,17992
475, C Class,2019,Automatic,962,Petrol,4.0,1,0,0,0,0,0,0,1,49280
476, C Class,2019,Automatic,2695,Diesel,2.0,1,0,0,0,1,0,0,0,28810
477, C Class,2019,Automatic,7311,Petrol,2.0,1,0,0,0,0,0,0,1,30000
478, C Class,2015,Semi-Auto,9601,Petrol,2.0,0,0,0,1,0,0,0,1,17901
479, C Class,2017,Semi-Auto,28735,Diesel,2.1,0,0,0,1,1,0,0,0,19971
480, C Class,2018,Semi-Auto,10997,Diesel,2.1,0,0,0,1,1,0,0,0,26281
481, C Class,2017,Semi-Auto,20392,Diesel,2.1,0,0,0,1,1,0,0,0,17791
482, C Class,2016,Automatic,59208,Hybrid,2.1,1,0,0,0,0,1,0,0,16998
483, C Class,2014,Semi-Auto,39442,Diesel,2.1,0,0,0,1,1,0,0,0,14498
484, C Class,2016,Semi-Auto,35721,Diesel,2.1,0,0,0,1,1,0,0,0,16998
485, C Class,2015,Automatic,7976,Petrol,2.0,1,0,0,0,0,0,0,1,16990
486, C Class,2016,Semi-Auto,29643,Diesel,2.1,0,0,0,1,1,0,0,0,19798
487, C Class,2016,Semi-Auto,21967,Petrol,2.0,0,0,0,1,0,0,0,1,16998
488, C Class,2017,Semi-Auto,20000,Diesel,2.1,0,0,0,1,1,0,0,0,16750
489, C Class,2015,Semi-Auto,32786,Diesel,2.1,0,0,0,1,1,0,0,0,12880
490, C Class,2017,Semi-Auto,23257,Diesel,2.1,0,0,0,1,1,0,0,0,18660
491, C Class,2016,Semi-Auto,59625,Diesel,2.1,0,0,0,1,1,0,0,0,17990
492, C Class,2018,Automatic,12145,Diesel,2.1,1,0,0,0,1,0,0,0,25882
493, C Class,2019,Automatic,5971,Diesel,2.0,1,0,0,0,1,0,0,0,29046
494, C Class,2019,Semi-Auto,14895,Diesel,2.0,0,0,0,1,1,0,0,0,26256
495, C Class,2017,Semi-Auto,5630,Diesel,1.6,0,0,0,1,1,0,0,0,20498
496, C Class,2013,Semi-Auto,37964,Petrol,1.6,0,0,0,1,0,0,0,1,11298
497, C Class,2017,Semi-Auto,14077,Diesel,2.1,0,0,0,1,1,0,0,0,16500
498, C Class,2014,Semi-Auto,40000,Petrol,2.0,0,0,0,1,0,0,0,1,16990
499, C Class,2017,Automatic,15104,Diesel,2.1,1,0,0,0,1,0,0,0,25232
500, C Class,2018,Automatic,6061,Diesel,2.0,1,0,0,0,1,0,0,0,30022
501, C Class,2016,Automatic,34327,Diesel,2.1,1,0,0,0,1,0,0,0,15952
502, C Class,2015,Semi-Auto,49436,Diesel,2.1,0,0,0,1,1,0,0,0,15542
503, C Class,2019,Semi-Auto,4604,Petrol,3.0,0,0,0,1,0,0,0,1,39995
504, C Class,2019,Semi-Auto,10085,Diesel,2.0,0,0,0,1,1,0,0,0,25995
505, C Class,2019,Semi-Auto,5745,Petrol,2.0,0,0,0,1,0,0,0,1,26995
506, C Class,2016,Automatic,20005,Diesel,2.1,1,0,0,0,1,0,0,0,17950
507, C Class,2017,Manual,25820,Petrol,2.0,0,1,0,0,0,0,0,1,15267
508, C Class,2016,Automatic,16975,Hybrid,2.0,1,0,0,0,0,1,0,0,18247
509, C Class,2016,Manual,21553,Diesel,1.6,0,1,0,0,1,0,0,0,15067
510, C Class,2015,Automatic,43097,Petrol,2.0,1,0,0,0,0,0,0,1,13917
511, C Class,2015,Automatic,26400,Petrol,2.0,1,0,0,0,0,0,0,1,15990
512, C Class,2016,Automatic,17593,Diesel,2.1,1,0,0,0,1,0,0,0,18833
513, C Class,2019,Automatic,8501,Diesel,2.0,1,0,0,0,1,0,0,0,28980
514, C Class,2020,Semi-Auto,4501,Diesel,1.6,0,0,0,1,1,0,0,0,28220
515, C Class,2017,Automatic,18495,Diesel,2.1,1,0,0,0,1,0,0,0,23572
516, C Class,2017,Manual,52207,Petrol,2.0,0,1,0,0,0,0,0,1,14702
517, C Class,2019,Semi-Auto,13742,Diesel,2.0,0,0,0,1,1,0,0,0,20495
518, C Class,2016,Semi-Auto,30000,Hybrid,2.1,0,0,0,1,0,1,0,0,18495
519, C Class,2017,Manual,31070,Petrol,2.0,0,1,0,0,0,0,0,1,15495
520, C Class,2017,Automatic,22191,Petrol,3.0,1,0,0,0,0,0,0,1,30995
521, C Class,2017,Automatic,20875,Diesel,2.1,1,0,0,0,1,0,0,0,25995
522, C Class,2019,Semi-Auto,15280,Petrol,1.5,0,0,0,1,0,0,0,1,23995
523, C Class,2019,Semi-Auto,631,Diesel,2.1,0,0,0,1,1,0,0,0,25495
524, C Class,2019,Semi-Auto,3918,Diesel,2.0,0,0,0,1,1,0,0,0,26495
525, C Class,2016,Semi-Auto,33000,Diesel,2.1,0,0,0,1,1,0,0,0,17995
526, C Class,2017,Manual,7693,Petrol,2.0,0,1,0,0,0,0,0,1,20981
527, C Class,2019,Automatic,6780,Petrol,3.0,1,0,0,0,0,0,0,1,33530
528, C Class,2017,Semi-Auto,20150,Petrol,2.0,0,0,0,1,0,0,0,1,22532
529, C Class,2019,Automatic,10415,Diesel,2.0,1,0,0,0,1,0,0,0,27036
530, C Class,2019,Automatic,7831,Petrol,2.0,1,0,0,0,0,0,0,1,30236
531, C Class,2018,Semi-Auto,8702,Petrol,2.0,0,0,0,1,0,0,0,1,25298
532, C Class,2017,Automatic,6067,Diesel,2.1,1,0,0,0,1,0,0,0,25498
533, C Class,2016,Semi-Auto,15804,Hybrid,2.0,0,0,0,1,0,1,0,0,21698
534, C Class,2015,Semi-Auto,19830,Petrol,2.0,0,0,0,1,0,0,0,1,15790
535, C Class,2017,Semi-Auto,10439,Petrol,3.0,0,0,0,1,0,0,0,1,33000
536, C Class,2016,Semi-Auto,13795,Diesel,1.6,0,0,0,1,1,0,0,0,16998
537, C Class,2017,Semi-Auto,27526,Diesel,2.1,0,0,0,1,1,0,0,0,20612
538, C Class,2016,Semi-Auto,16206,Diesel,2.1,0,0,0,1,1,0,0,0,18211
539, C Class,2019,Automatic,5654,Petrol,4.0,1,0,0,0,0,0,0,1,49780
540, C Class,2016,Semi-Auto,22456,Petrol,3.0,0,0,0,1,0,0,0,1,26495
541, C Class,2017,Semi-Auto,22486,Diesel,2.1,0,0,0,1,1,0,0,0,20680
542, C Class,2017,Automatic,30612,Diesel,2.1,1,0,0,0,1,0,0,0,16299
543, C Class,2019,Semi-Auto,10134,Diesel,2.0,0,0,0,1,1,0,0,0,27998
544, C Class,2017,Semi-Auto,44118,Hybrid,2.0,0,0,0,1,0,1,0,0,18240
545, C Class,2017,Semi-Auto,11163,Petrol,2.0,0,0,0,1,0,0,0,1,22792
546, C Class,2019,Semi-Auto,7286,Petrol,1.5,0,0,0,1,0,0,0,1,24000
547, C Class,2019,Semi-Auto,3402,Petrol,1.5,0,0,0,1,0,0,0,1,30980
548, C Class,2017,Semi-Auto,20185,Petrol,2.0,0,0,0,1,0,0,0,1,18231
549, C Class,2014,Semi-Auto,60000,Diesel,2.1,0,0,0,1,1,0,0,0,14601
550, C Class,2019,Automatic,9985,Diesel,2.0,1,0,0,0,1,0,0,0,28887
551, C Class,2018,Automatic,10137,Diesel,2.1,1,0,0,0,1,0,0,0,23247
552, C Class,2017,Automatic,14161,Diesel,2.1,1,0,0,0,1,0,0,0,22720
553, C Class,2017,Semi-Auto,20846,Petrol,2.0,0,0,0,1,0,0,0,1,18115
554, C Class,2019,Semi-Auto,5866,Diesel,1.6,0,0,0,1,1,0,0,0,28429
555, C Class,2020,Semi-Auto,16,Diesel,2.0,0,0,0,1,1,0,0,0,32480
556, C Class,2019,Semi-Auto,3805,Petrol,3.0,0,0,0,1,0,0,0,1,41500
557, C Class,2016,Semi-Auto,20169,Diesel,2.1,0,0,0,1,1,0,0,0,20480
558, C Class,2016,Semi-Auto,22156,Diesel,2.1,0,0,0,1,1,0,0,0,21000
559, C Class,2019,Semi-Auto,3830,Petrol,3.0,0,0,0,1,0,0,0,1,45980
560, C Class,2019,Semi-Auto,4908,Petrol,1.5,0,0,0,1,0,0,0,1,20980
561, C Class,2016,Semi-Auto,25000,Diesel,2.1,0,0,0,1,1,0,0,0,19750
562, C Class,2020,Semi-Auto,5000,Petrol,1.5,0,0,0,1,0,0,0,1,39995
563, C Class,2020,Semi-Auto,5000,Petrol,1.5,0,0,0,1,0,0,0,1,37995
564, C Class,2020,Semi-Auto,250,Petrol,4.0,0,0,0,1,0,0,0,1,69995
565, C Class,2020,Semi-Auto,5000,Diesel,1.6,0,0,0,1,1,0,0,0,31995
566, C Class,2019,Semi-Auto,12357,Petrol,3.0,0,0,0,1,0,0,0,1,38995
567, C Class,2019,Semi-Auto,1400,Petrol,4.0,0,0,0,1,0,0,0,1,59995
568, C Class,2017,Manual,27832,Diesel,1.6,0,1,0,0,1,0,0,0,15280
569, C Class,2017,Semi-Auto,24057,Petrol,4.0,0,0,0,1,0,0,0,1,35420
570, C Class,2017,Semi-Auto,38609,Diesel,2.1,0,0,0,1,1,0,0,0,17980
571, C Class,2016,Semi-Auto,60677,Diesel,2.1,0,0,0,1,1,0,0,0,16890
572, C Class,2020,Semi-Auto,2151,Petrol,2.0,0,0,0,1,0,0,0,1,36990
573, C Class,2016,Automatic,28612,Diesel,2.1,1,0,0,0,1,0,0,0,14750
574, C Class,2016,Semi-Auto,21430,Petrol,2.0,0,0,0,1,0,0,0,1,20365
575, C Class,2016,Automatic,16703,Diesel,2.1,1,0,0,0,1,0,0,0,21505
576, C Class,2018,Semi-Auto,16052,Petrol,2.0,0,0,0,1,0,0,0,1,24791
577, C Class,2015,Semi-Auto,23985,Diesel,2.1,0,0,0,1,1,0,0,0,16581
578, C Class,2019,Automatic,6621,Diesel,2.0,1,0,0,0,1,0,0,0,27810
579, C Class,2018,Automatic,7140,Diesel,2.0,1,0,0,0,1,0,0,0,28750
580, C Class,2017,Automatic,4910,Petrol,2.0,1,0,0,0,0,0,0,1,26790
581, C Class,2016,Semi-Auto,10581,Diesel,1.6,0,0,0,1,1,0,0,0,17981
582, C Class,2019,Automatic,1646,Petrol,2.0,1,0,0,0,0,0,0,1,29890
583, C Class,2019,Automatic,15000,Diesel,1.6,1,0,0,0,1,0,0,0,24980
584, C Class,2015,Semi-Auto,12469,Diesel,2.1,0,0,0,1,1,0,0,0,19990
585, C Class,2019,Semi-Auto,13624,Petrol,1.5,0,0,0,1,0,0,0,1,25980
586, C Class,2019,Semi-Auto,2072,Petrol,2.0,0,0,0,1,0,0,0,1,24980
587, C Class,2016,Automatic,19805,Diesel,2.1,1,0,0,0,1,0,0,0,20995
588, C Class,2017,Automatic,21994,Diesel,2.1,1,0,0,0,1,0,0,0,21630
589, C Class,2014,Semi-Auto,39547,Diesel,2.1,0,0,0,1,1,0,0,0,12262
590, C Class,2020,Semi-Auto,3000,Diesel,2.0,0,0,0,1,1,0,0,0,29880
591, C Class,2016,Semi-Auto,9600,Petrol,2.0,0,0,0,1,0,0,0,1,22790
