,model,year,transmission,mileage,fuelType,engineSize,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol,price
0, C Class,2020,Automatic,1200,Diesel,2.0,1,0,0,0,1,0,0,0,30495
1, C Class,2020,Automatic,1000,Petrol,1.5,1,0,0,0,0,0,0,1,29989
2, C Class,2020,Automatic,500,Diesel,2.0,1,0,0,0,1,0,0,0,37899
3, C Class,2019,Automatic,5000,Diesel,2.0,1,0,0,0,1,0,0,0,30399
4, C Class,2019,Automatic,4500,Diesel,2.0,1,0,0,0,1,0,0,0,29899
5, C Class,2020,Automatic,1000,Diesel,2.0,1,0,0,0,1,0,0,0,30999
6, C Class,2020,Automatic,500,Diesel,2.0,1,0,0,0,1,0,0,0,35999
7, C Class,2019,Automatic,1412,Petrol,3.0,1,0,0,0,0,0,0,1,37990
8, C Class,2019,Automatic,3569,Diesel,2.0,1,0,0,0,1,0,0,0,28990
9, C Class,2019,Automatic,3635,Diesel,2.0,1,0,0,0,1,0,0,0,28990
10, C Class,2013,Automatic,44900,Petrol,1.6,1,0,0,0,0,0,0,1,9995
11, C Class,2012,Automatic,88200,Diesel,2.1,1,0,0,0,1,0,0,0,6995
12, C Class,2012,Automatic,115000,Diesel,2.1,1,0,0,0,1,0,0,0,7495
13, C Class,2011,Automatic,69250,Diesel,2.1,1,0,0,0,1,0,0,0,8995
14, C Class,2015,Automatic,49850,Diesel,2.1,1,0,0,0,1,0,0,0,14995
15, C Class,2013,Automatic,82685,Diesel,2.1,1,0,0,0,1,0,0,0,8595
16, C Class,2016,Semi-Auto,32506,Diesel,2.1,0,0,0,1,1,0,0,0,19250
17, C Class,2017,Semi-Auto,17000,Diesel,2.1,0,0,0,1,1,0,0,0,23500
18, C Class,2018,Semi-Auto,17744,Diesel,2.0,0,0,0,1,1,0,0,0,24995
19, C Class,2016,Semi-Auto,64291,Petrol,4.0,0,0,0,1,0,0,0,1,29995
20, C Class,2014,Automatic,41011,Petrol,2.0,1,0,0,0,0,0,0,1,17990
21, C Class,2016,Automatic,72000,Diesel,1.6,1,0,0,0,1,0,0,0,14477
22, C Class,2013,Automatic,72000,Diesel,2.1,1,0,0,0,1,0,0,0,10977
23, C Class,2016,Automatic,40000,Diesel,1.6,1,0,0,0,1,0,0,0,17977
24, C Class,2015,Automatic,52000,Diesel,2.1,1,0,0,0,1,0,0,0,12790
25, C Class,2017,Automatic,66472,Diesel,2.1,1,0,0,0,1,0,0,0,14488
26, C Class,2011,Manual,91000,Diesel,2.1,0,1,0,0,1,0,0,0,7500
27, C Class,2013,Automatic,69700,Diesel,2.1,1,0,0,0,1,0,0,0,9750
28, C Class,2015,Automatic,39000,Diesel,1.6,1,0,0,0,1,0,0,0,15995
29, C Class,2016,Manual,39287,Diesel,2.1,0,1,0,0,1,0,0,0,15675
30, C Class,2016,Manual,40569,Diesel,2.1,0,1,0,0,1,0,0,0,16475
31, C Class,2016,Manual,37419,Petrol,2.0,0,1,0,0,0,0,0,1,15975
32, C Class,2016,Automatic,34452,Diesel,2.1,1,0,0,0,1,0,0,0,16475
33, C Class,2015,Automatic,41567,Hybrid,2.1,1,0,0,0,0,1,0,0,15975
34, C Class,2015,Automatic,41130,Hybrid,2.0,1,0,0,0,0,1,0,0,16495
35, C Class,2017,Automatic,37778,Diesel,2.1,1,0,0,0,1,0,0,0,17795
36, C Class,2017,Automatic,44325,Diesel,2.1,1,0,0,0,1,0,0,0,17875
37, C Class,2016,Automatic,45000,Diesel,2.1,1,0,0,0,1,0,0,0,14000
38, C Class,2017,Automatic,75000,Diesel,1.6,1,0,0,0,1,0,0,0,16500
39, C Class,2016,Automatic,36000,Diesel,2.1,1,0,0,0,1,0,0,0,21000
40, C Class,2015,Automatic,64000,Diesel,2.1,1,0,0,0,1,0,0,0,15500
41, C Class,2013,Manual,106000,Diesel,2.1,0,1,0,0,1,0,0,0,7250
42, C Class,2015,Automatic,67150,Diesel,2.1,1,0,0,0,1,0,0,0,13000
43, C Class,2012,Automatic,43426,Petrol,1.6,1,0,0,0,0,0,0,1,11000
44, C Class,2016,Manual,42622,Diesel,2.1,0,1,0,0,1,0,0,0,13300
45, C Class,2016,Manual,34903,Diesel,2.1,0,1,0,0,1,0,0,0,16000
46, C Class,2014,Automatic,35345,Diesel,2.1,1,0,0,0,1,0,0,0,12500
47, C Class,2015,Manual,23146,Petrol,2.0,0,1,0,0,0,0,0,1,14495
48, C Class,2017,Automatic,16000,Diesel,2.1,1,0,0,0,1,0,0,0,24500
49, C Class,2013,Automatic,44000,Petrol,6.2,1,0,0,0,0,0,0,1,23990
50, C Class,2015,Automatic,30000,Diesel,2.1,1,0,0,0,1,0,0,0,17250
51, C Class,2015,Automatic,22000,Petrol,1.6,1,0,0,0,0,0,0,1,14200
52, C Class,2017,Automatic,19000,Petrol,2.0,1,0,0,0,0,0,0,1,22950
53, C Class,2013,Automatic,90000,Diesel,2.1,1,0,0,0,1,0,0,0,10500
54, C Class,2014,Automatic,32000,Diesel,2.1,1,0,0,0,1,0,0,0,15650
55, C Class,2015,Automatic,90000,Diesel,2.1,1,0,0,0,1,0,0,0,14850
56, C Class,2017,Automatic,37000,Diesel,2.1,1,0,0,0,1,0,0,0,22400
57, C Class,2017,Automatic,23000,Diesel,2.1,1,0,0,0,1,0,0,0,19950
58, C Class,2014,Automatic,78000,Diesel,2.1,1,0,0,0,1,0,0,0,9990
59, C Class,2015,Automatic,47000,Diesel,2.1,1,0,0,0,1,0,0,0,11990
60, C Class,2017,Automatic,18000,Diesel,2.1,1,0,0,0,1,0,0,0,20990
61, C Class,2015,Automatic,64000,Diesel,2.1,1,0,0,0,1,0,0,0,14490
62, C Class,2013,Automatic,50000,Diesel,2.1,1,0,0,0,1,0,0,0,10490
63, C Class,2016,Automatic,65000,Diesel,2.1,1,0,0,0,1,0,0,0,15990
64, C Class,2016,Automatic,38000,Diesel,2.1,1,0,0,0,1,0,0,0,17850
65, C Class,2016,Automatic,70000,Diesel,2.1,1,0,0,0,1,0,0,0,16450
66, C Class,2013,Automatic,69000,Diesel,2.1,1,0,0,0,1,0,0,0,11350
67, C Class,2014,Automatic,41000,Petrol,1.6,1,0,0,0,0,0,0,1,12900
68, C Class,2018,Automatic,16250,Petrol,1.5,1,0,0,0,0,0,0,1,26000
69, C Class,2017,Automatic,30676,Diesel,2.1,1,0,0,0,1,0,0,0,22767
70, C Class,2015,Automatic,40005,Diesel,2.1,1,0,0,0,1,0,0,0,12000
71, C Class,2017,Automatic,38000,Hybrid,2.0,1,0,0,0,0,1,0,0,18999
72, C Class,2016,Automatic,45000,Diesel,2.1,1,0,0,0,1,0,0,0,14000
73, C Class,2015,Automatic,40005,Diesel,2.1,1,0,0,0,1,0,0,0,12000
74, C Class,2009,Automatic,120000,Diesel,2.1,1,0,0,0,1,0,0,0,4343
75, C Class,2016,Automatic,51936,Diesel,2.1,1,0,0,0,1,0,0,0,16500
76, C Class,2019,Automatic,4000,Diesel,2.0,1,0,0,0,1,0,0,0,27750
77, C Class,2019,Automatic,8500,Diesel,2.0,1,0,0,0,1,0,0,0,28950
78, C Class,2007,Automatic,119168,Petrol,1.8,1,0,0,0,0,0,0,1,3495
79, C Class,2017,Automatic,21800,Petrol,4.0,1,0,0,0,0,0,0,1,59740
80, C Class,2019,Automatic,19999,Petrol,4.0,1,0,0,0,0,0,0,1,44990
81, C Class,2019,Automatic,1600,Petrol,4.0,1,0,0,0,0,0,0,1,54990
82, C Class,2015,Automatic,46221,Diesel,2.1,1,0,0,0,1,0,0,0,15995
83, C Class,2016,Automatic,45000,Diesel,2.1,1,0,0,0,1,0,0,0,14000
84, C Class,2015,Automatic,40005,Diesel,2.1,1,0,0,0,1,0,0,0,12000
85, C Class,2017,Automatic,30676,Diesel,2.1,1,0,0,0,1,0,0,0,22767
86, C Class,2014,Semi-Auto,52712,Diesel,2.1,0,0,0,1,1,0,0,0,12998
87, C Class,2017,Semi-Auto,59858,Diesel,2.1,0,0,0,1,1,0,0,0,17998
88, C Class,2019,Manual,22,Petrol,1.6,0,1,0,0,0,0,0,1,28998
89, C Class,2017,Semi-Auto,28234,Petrol,2.0,0,0,0,1,0,0,0,1,24998
90, C Class,2016,Semi-Auto,22803,Diesel,2.1,0,0,0,1,1,0,0,0,19498
91, C Class,2018,Semi-Auto,17093,Diesel,2.1,0,0,0,1,1,0,0,0,23498
92, C Class,2019,Semi-Auto,8150,Diesel,1.6,0,0,0,1,1,0,0,0,25498
93, C Class,2019,Semi-Auto,9344,Diesel,2.0,0,0,0,1,1,0,0,0,24998
94, C Class,2016,Semi-Auto,31891,Hybrid,2.0,0,0,0,1,0,1,0,0,18498
95, C Class,2014,Semi-Auto,36243,Diesel,2.1,0,0,0,1,1,0,0,0,15498
96, C Class,2017,Semi-Auto,33000,Diesel,2.1,0,0,0,1,1,0,0,0,20995
97, C Class,2018,Semi-Auto,11300,Petrol,3.0,0,0,0,1,0,0,0,1,31995
98, C Class,2017,Semi-Auto,32800,Diesel,2.1,0,0,0,1,1,0,0,0,23995
99, C Class,2014,Automatic,37600,Diesel,2.1,1,0,0,0,1,0,0,0,16995
100, C Class,2017,Automatic,14000,Petrol,2.0,1,0,0,0,0,0,0,1,24995
101, C Class,2014,Semi-Auto,24175,Petrol,6.2,0,0,0,1,0,0,0,1,26998
102, C Class,2016,Semi-Auto,27968,Diesel,2.1,0,0,0,1,1,0,0,0,20498
103, C Class,2018,Semi-Auto,9255,Diesel,2.0,0,0,0,1,1,0,0,0,27498
104, C Class,2016,Semi-Auto,26973,Diesel,1.6,0,0,0,1,1,0,0,0,16998
105, C Class,2018,Semi-Auto,12491,Diesel,2.1,0,0,0,1,1,0,0,0,27498
106, C Class,2019,Semi-Auto,14999,Diesel,2.0,0,0,0,1,1,0,0,0,27698
107, C Class,2016,Semi-Auto,37941,Petrol,3.0,0,0,0,1,0,0,0,1,27498
108, C Class,2019,Semi-Auto,11301,Diesel,2.0,0,0,0,1,1,0,0,0,32498
109, C Class,2019,Semi-Auto,12629,Diesel,2.1,0,0,0,1,1,0,0,0,24498
110, C Class,2017,Semi-Auto,20981,Diesel,2.1,0,0,0,1,1,0,0,0,21498
111, C Class,2017,Semi-Auto,23760,Diesel,2.1,0,0,0,1,1,0,0,0,18998
112, C Class,2014,Semi-Auto,26216,Diesel,2.1,0,0,0,1,1,0,0,0,15998
113, C Class,2013,Semi-Auto,80485,Diesel,2.1,0,0,0,1,1,0,0,0,9298
114, C Class,2018,Semi-Auto,18739,Diesel,2.1,0,0,0,1,1,0,0,0,22998
115, C Class,2016,Manual,53453,Diesel,2.1,0,1,0,0,1,0,0,0,12998
116, C Class,2016,Semi-Auto,23090,Diesel,2.1,0,0,0,1,1,0,0,0,22998
117, C Class,2016,Manual,26100,Diesel,2.1,0,1,0,0,1,0,0,0,17998
118, C Class,2019,Semi-Auto,4285,Diesel,2.0,0,0,0,1,1,0,0,0,28498
119, C Class,2016,Semi-Auto,28388,Diesel,1.6,0,0,0,1,1,0,0,0,18998
120, C Class,2017,Semi-Auto,16902,Diesel,2.1,0,0,0,1,1,0,0,0,20998
121, C Class,2016,Semi-Auto,31227,Diesel,2.1,0,0,0,1,1,0,0,0,21998
122, C Class,2015,Manual,24010,Diesel,1.6,0,1,0,0,1,0,0,0,13998
123, C Class,2019,Semi-Auto,15838,Diesel,2.0,0,0,0,1,1,0,0,0,24498
124, C Class,2017,Semi-Auto,17657,Hybrid,2.1,0,0,0,1,0,1,0,0,20998
125, C Class,2019,Semi-Auto,4977,Diesel,2.0,0,0,0,1,1,0,0,0,30498
126, C Class,2016,Semi-Auto,24756,Diesel,2.1,0,0,0,1,1,0,0,0,19498
127, C Class,2014,Semi-Auto,41416,Diesel,2.1,0,0,0,1,1,0,0,0,15298
128, C Class,2019,Semi-Auto,3814,Petrol,1.5,0,0,0,1,0,0,0,1,33998
129, C Class,2019,Semi-Auto,17,Petrol,1.5,0,0,0,1,0,0,0,1,32998
130, C Class,2016,Semi-Auto,37080,Diesel,2.1,0,0,0,1,1,0,0,0,16498
131, C Class,2016,Semi-Auto,73582,Diesel,2.1,0,0,0,1,1,0,0,0,15498
132, C Class,2014,Semi-Auto,23772,Diesel,2.1,0,0,0,1,1,0,0,0,15498
133, C Class,2017,Semi-Auto,28808,Diesel,2.1,0,0,0,1,1,0,0,0,18998
134, C Class,2019,Semi-Auto,10000,Diesel,2.0,0,0,0,1,1,0,0,0,24495
135, C Class,2016,Semi-Auto,26413,Diesel,2.1,0,0,0,1,1,0,0,0,18990
136, C Class,2014,Manual,98000,Diesel,2.1,0,1,0,0,1,0,0,0,10995
137, C Class,2014,Semi-Auto,39920,Diesel,2.1,0,0,0,1,1,0,0,0,15698
138, C Class,2019,Semi-Auto,10455,Petrol,1.5,0,0,0,1,0,0,0,1,22498
139, C Class,2016,Semi-Auto,27644,Diesel,2.1,0,0,0,1,1,0,0,0,19298
140, C Class,2017,Semi-Auto,63916,Hybrid,2.0,0,0,0,1,0,1,0,0,16498
141, C Class,2018,Semi-Auto,15383,Petrol,1.5,0,0,0,1,0,0,0,1,19998
142, C Class,2018,Semi-Auto,21929,Diesel,2.1,0,0,0,1,1,0,0,0,20685
143, C Class,2018,Semi-Auto,16900,Diesel,2.1,0,0,0,1,1,0,0,0,20489
144, C Class,2017,Manual,34015,Diesel,2.1,0,1,0,0,1,0,0,0,13800
145, C Class,2019,Semi-Auto,2000,Petrol,2.0,0,0,0,1,0,0,0,1,31998
146, C Class,2019,Semi-Auto,28000,Petrol,2.0,0,0,0,1,0,0,0,1,29998
147, C Class,2019,Semi-Auto,22400,Petrol,1.5,0,0,0,1,0,0,0,1,24998
148, C Class,2019,Semi-Auto,2878,Petrol,2.0,0,0,0,1,0,0,0,1,32998
149, C Class,2019,Semi-Auto,4500,Petrol,2.0,0,0,0,1,0,0,0,1,32998
150, C Class,2019,Semi-Auto,836,Petrol,2.0,0,0,0,1,0,0,0,1,29998
151, C Class,2017,Semi-Auto,14462,Diesel,2.1,0,0,0,1,1,0,0,0,23998
152, C Class,2016,Semi-Auto,23429,Hybrid,2.0,0,0,0,1,0,1,0,0,20998
153, C Class,2017,Automatic,20764,Diesel,2.1,1,0,0,0,1,0,0,0,16498
154, C Class,2013,Semi-Auto,31706,Diesel,2.1,0,0,0,1,1,0,0,0,11998
155, C Class,2015,Automatic,55000,Diesel,2.1,1,0,0,0,1,0,0,0,12495
156, C Class,2019,Automatic,10059,Petrol,1.5,1,0,0,0,0,0,0,1,19298
157, C Class,2019,Semi-Auto,10357,Diesel,2.0,0,0,0,1,1,0,0,0,23998
158, C Class,2015,Semi-Auto,50374,Diesel,2.1,0,0,0,1,1,0,0,0,12495
159, C Class,2015,Semi-Auto,42471,Hybrid,2.1,0,0,0,1,0,1,0,0,17498
160, C Class,2016,Manual,41974,Diesel,2.1,0,1,0,0,1,0,0,0,16198
161, C Class,2017,Semi-Auto,20618,Diesel,2.1,0,0,0,1,1,0,0,0,18498
162, C Class,2019,Semi-Auto,15536,Petrol,1.5,0,0,0,1,0,0,0,1,24998
163, C Class,2019,Semi-Auto,16103,Petrol,1.5,0,0,0,1,0,0,0,1,24998
164, C Class,2019,Semi-Auto,14576,Petrol,1.5,0,0,0,1,0,0,0,1,21998
165, C Class,2018,Semi-Auto,6198,Diesel,2.0,0,0,0,1,1,0,0,0,29498
166, C Class,2018,Semi-Auto,6265,Diesel,2.0,0,0,0,1,1,0,0,0,29498
167, C Class,2016,Semi-Auto,21786,Diesel,2.1,0,0,0,1,1,0,0,0,16998
168, C Class,2019,Semi-Auto,1558,Petrol,1.5,0,0,0,1,0,0,0,1,33998
169, C Class,2019,Semi-Auto,2258,Petrol,1.5,0,0,0,1,0,0,0,1,32998
170, C Class,2017,Semi-Auto,26866,Diesel,2.1,0,0,0,1,1,0,0,0,18998
171, C Class,2019,Semi-Auto,1887,Petrol,1.5,0,0,0,1,0,0,0,1,32498
172, C Class,2017,Semi-Auto,9676,Diesel,2.1,0,0,0,1,1,0,0,0,25798
173, C Class,2018,Semi-Auto,7894,Diesel,2.1,0,0,0,1,1,0,0,0,20498
174, C Class,2017,Semi-Auto,26179,Diesel,2.1,0,0,0,1,1,0,0,0,18498
175, C Class,2016,Manual,21945,Petrol,2.0,0,1,0,0,0,0,0,1,14498
176, C Class,2019,Semi-Auto,2195,Diesel,2.0,0,0,0,1,1,0,0,0,29498
177, C Class,2017,Semi-Auto,16291,Petrol,2.0,0,0,0,1,0,0,0,1,17998
178, C Class,2015,Manual,38438,Diesel,2.1,0,1,0,0,1,0,0,0,13498
179, C Class,2016,Automatic,25107,Hybrid,2.0,1,0,0,0,0,1,0,0,19698
180, C Class,2017,Semi-Auto,20491,Hybrid,2.1,0,0,0,1,0,1,0,0,22498
181, C Class,2015,Manual,52792,Diesel,1.6,0,1,0,0,1,0,0,0,11998
182, C Class,2013,Semi-Auto,30035,Petrol,1.6,0,0,0,1,0,0,0,1,11998
183, C Class,2020,Semi-Auto,3620,Hybrid,2.0,0,0,0,1,0,1,0,0,39998
184, C Class,2019,Semi-Auto,19204,Diesel,2.0,0,0,0,1,1,0,0,0,23498
185, C Class,2019,Semi-Auto,10,Petrol,4.0,0,0,0,1,0,0,0,1,57998
186, C Class,2015,Semi-Auto,46155,Diesel,2.1,0,0,0,1,1,0,0,0,16315
187, C Class,2016,Semi-Auto,49494,Diesel,2.1,0,0,0,1,1,0,0,0,13991
188, C Class,2016,Semi-Auto,43014,Diesel,2.1,0,0,0,1,1,0,0,0,16998
189, C Class,2017,Semi-Auto,29283,Diesel,2.1,0,0,0,1,1,0,0,0,16498
190, C Class,2016,Semi-Auto,38830,Diesel,2.1,0,0,0,1,1,0,0,0,16998
191, C Class,2016,Manual,49761,Diesel,2.1,0,1,0,0,1,0,0,0,13690
192, C Class,2014,Semi-Auto,31801,Diesel,2.1,0,0,0,1,1,0,0,0,14490
193, C Class,2017,Semi-Auto,22349,Petrol,2.0,0,0,0,1,0,0,0,1,17998
194, C Class,2019,Semi-Auto,8520,Diesel,2.0,0,0,0,1,1,0,0,0,29998
195, C Class,2017,Semi-Auto,27493,Hybrid,2.1,0,0,0,1,0,1,0,0,18998
196, C Class,2018,Semi-Auto,15075,Petrol,2.0,0,0,0,1,0,0,0,1,18998
197, C Class,2019,Semi-Auto,5116,Diesel,2.0,0,0,0,1,1,0,0,0,28998
198, C Class,2019,Semi-Auto,15009,Petrol,1.5,0,0,0,1,0,0,0,1,24998
199, C Class,2018,Semi-Auto,6787,Diesel,2.0,0,0,0,1,1,0,0,0,27998
200, C Class,2015,Semi-Auto,32409,Diesel,2.1,0,0,0,1,1,0,0,0,16798
201, C Class,2017,Semi-Auto,23690,Diesel,2.1,0,0,0,1,1,0,0,0,19998
202, C Class,2020,Semi-Auto,101,Diesel,2.0,0,0,0,1,1,0,0,0,29950
203, C Class,2017,Semi-Auto,22485,Hybrid,2.1,0,0,0,1,0,1,0,0,20790
204, C Class,2013,Semi-Auto,41921,Petrol,1.6,0,0,0,1,0,0,0,1,9490
205, C Class,2017,Semi-Auto,35488,Diesel,2.1,0,0,0,1,1,0,0,0,15690
206, C Class,2017,Manual,41647,Diesel,2.1,0,1,0,0,1,0,0,0,14990
207, C Class,2015,Semi-Auto,24923,Diesel,2.1,0,0,0,1,1,0,0,0,17290
208, C Class,2018,Semi-Auto,11810,Diesel,2.1,0,0,0,1,1,0,0,0,19490
209, C Class,2019,Semi-Auto,2000,Diesel,2.0,0,0,0,1,1,0,0,0,28990
210, C Class,2017,Automatic,6668,Diesel,2.1,1,0,0,0,1,0,0,0,24990
211, C Class,2014,Semi-Auto,19562,Petrol,6.2,0,0,0,1,0,0,0,1,28990
212, C Class,2016,Semi-Auto,29201,Diesel,1.6,0,0,0,1,1,0,0,0,16298
213, C Class,2016,Manual,19864,Diesel,2.1,0,1,0,0,1,0,0,0,14698
214, C Class,2016,Manual,22117,Petrol,2.0,0,1,0,0,0,0,0,1,13998
215, C Class,2015,Semi-Auto,43331,Diesel,2.1,0,0,0,1,1,0,0,0,14698
216, C Class,2014,Semi-Auto,51929,Diesel,2.1,0,0,0,1,1,0,0,0,10498
217, C Class,2015,Semi-Auto,42245,Diesel,2.1,0,0,0,1,1,0,0,0,11998
218, C Class,2016,Automatic,42062,Petrol,2.0,1,0,0,0,0,0,0,1,15698
219, C Class,2015,Semi-Auto,43883,Diesel,2.1,0,0,0,1,1,0,0,0,16998
220, C Class,2016,Semi-Auto,36587,Hybrid,2.0,0,0,0,1,0,1,0,0,17998
221, C Class,2017,Semi-Auto,42036,Diesel,2.1,0,0,0,1,1,0,0,0,20998
222, C Class,2016,Semi-Auto,36538,Diesel,1.6,0,0,0,1,1,0,0,0,13691
223, C Class,2014,Manual,56000,Diesel,2.1,0,1,0,0,1,0,0,0,13491
224, C Class,2017,Semi-Auto,11986,Petrol,2.0,0,0,0,1,0,0,0,1,21998
225, C Class,2015,Semi-Auto,38783,Diesel,2.1,0,0,0,1,1,0,0,0,14500
226, C Class,2017,Semi-Auto,38051,Diesel,2.1,0,0,0,1,1,0,0,0,15990
227, C Class,2016,Semi-Auto,10542,Petrol,2.0,0,0,0,1,0,0,0,1,20490
228, C Class,2018,Semi-Auto,3033,Petrol,1.5,0,0,0,1,0,0,0,1,20890
229, C Class,2014,Semi-Auto,59884,Diesel,2.1,0,0,0,1,1,0,0,0,14490
230, C Class,2018,Semi-Auto,1871,Petrol,1.5,0,0,0,1,0,0,0,1,21990
231, C Class,2015,Semi-Auto,32594,Diesel,2.1,0,0,0,1,1,0,0,0,14750
232, C Class,2019,Automatic,1474,Petrol,3.0,1,0,0,0,0,0,0,1,44990
233, C Class,2019,Semi-Auto,15210,Petrol,1.5,0,0,0,1,0,0,0,1,24690
234, C Class,2017,Semi-Auto,49783,Diesel,2.1,0,0,0,1,1,0,0,0,18270
235, C Class,2018,Automatic,7175,Diesel,2.0,1,0,0,0,1,0,0,0,26625
236, C Class,2015,Semi-Auto,35034,Petrol,2.0,0,0,0,1,0,0,0,1,13361
237, C Class,2017,Semi-Auto,35576,Diesel,2.1,0,0,0,1,1,0,0,0,17490
238, C Class,2019,Automatic,13888,Diesel,2.0,1,0,0,0,1,0,0,0,26427
239, C Class,2019,Semi-Auto,4703,Diesel,2.0,0,0,0,1,1,0,0,0,29290
240, C Class,2017,Semi-Auto,8143,Diesel,2.1,0,0,0,1,1,0,0,0,23047
241, C Class,2015,Semi-Auto,57066,Diesel,1.6,0,0,0,1,1,0,0,0,13621
242, C Class,2017,Semi-Auto,25296,Diesel,2.1,0,0,0,1,1,0,0,0,18200
243, C Class,2017,Semi-Auto,29907,Diesel,2.1,0,0,0,1,1,0,0,0,16991
244, C Class,2018,Semi-Auto,5659,Petrol,2.0,0,0,0,1,0,0,0,1,23498
245, C Class,2015,Semi-Auto,23063,Diesel,2.1,0,0,0,1,1,0,0,0,14698
246, C Class,2013,Semi-Auto,60948,Diesel,2.1,0,0,0,1,1,0,0,0,9798
247, C Class,2016,Automatic,32769,Diesel,2.1,1,0,0,0,1,0,0,0,17998
248, C Class,2017,Automatic,20949,Diesel,2.1,1,0,0,0,1,0,0,0,18998
249, C Class,2016,Semi-Auto,27890,Diesel,2.1,0,0,0,1,1,0,0,0,20700
250, C Class,2015,Semi-Auto,11954,Diesel,2.1,0,0,0,1,1,0,0,0,16990
251, C Class,2014,Semi-Auto,42879,Diesel,2.1,0,0,0,1,1,0,0,0,11791
252, C Class,2015,Semi-Auto,11470,Diesel,1.6,0,0,0,1,1,0,0,0,18191
253, C Class,2016,Semi-Auto,26205,Diesel,2.1,0,0,0,1,1,0,0,0,20991
254, C Class,2017,Semi-Auto,61305,Diesel,1.6,0,0,0,1,1,0,0,0,13321
255, C Class,2016,Semi-Auto,10561,Diesel,2.1,0,0,0,1,1,0,0,0,21998
256, C Class,2017,Semi-Auto,72939,Hybrid,2.0,0,0,0,1,0,1,0,0,15998
257, C Class,2015,Manual,31125,Diesel,2.1,0,1,0,0,1,0,0,0,13498
258, C Class,2017,Semi-Auto,37194,Diesel,2.1,0,0,0,1,1,0,0,0,20871
259, C Class,2018,Semi-Auto,2240,Petrol,2.0,0,0,0,1,0,0,0,1,25891
260, C Class,2017,Semi-Auto,21023,Diesel,2.1,0,0,0,1,1,0,0,0,20591
261, C Class,2016,Semi-Auto,35975,Diesel,2.1,0,0,0,1,1,0,0,0,19991
262, C Class,2015,Semi-Auto,55226,Diesel,2.1,0,0,0,1,1,0,0,0,15990
263, C Class,2019,Automatic,3686,Diesel,2.0,1,0,0,0,1,0,0,0,30055
264, C Class,2017,Automatic,33943,Petrol,2.0,1,0,0,0,0,0,0,1,21650
265, C Class,2018,Semi-Auto,9699,Petrol,2.0,0,0,0,1,0,0,0,1,25990
266, C Class,2017,Semi-Auto,25059,Diesel,2.1,0,0,0,1,1,0,0,0,17690
267, C Class,2019,Automatic,101,Diesel,2.0,1,0,0,0,1,0,0,0,30950
268, C Class,2019,Automatic,7006,Petrol,1.5,1,0,0,0,0,0,0,1,24950
269, C Class,2015,Semi-Auto,38671,Diesel,2.1,0,0,0,1,1,0,0,0,14998
270, C Class,2017,Semi-Auto,19877,Hybrid,2.0,0,0,0,1,0,1,0,0,19798
271, C Class,2019,Semi-Auto,7937,Petrol,1.5,0,0,0,1,0,0,0,1,24498
272, C Class,2018,Semi-Auto,20027,Diesel,2.1,0,0,0,1,1,0,0,0,19991
273, C Class,2017,Semi-Auto,19953,Diesel,2.1,0,0,0,1,1,0,0,0,21991
274, C Class,2018,Semi-Auto,18551,Diesel,2.1,0,0,0,1,1,0,0,0,22591
275, C Class,2019,Semi-Auto,14288,Diesel,2.1,0,0,0,1,1,0,0,0,18790
276, C Class,2019,Automatic,10485,Petrol,1.5,1,0,0,0,0,0,0,1,25950
277, C Class,2020,Semi-Auto,101,Diesel,2.0,0,0,0,1,1,0,0,0,29950
278, C Class,2017,Semi-Auto,27424,Diesel,2.1,0,0,0,1,1,0,0,0,14990
279, C Class,2020,Automatic,2985,Diesel,2.0,1,0,0,0,1,0,0,0,31950
280, C Class,2016,Semi-Auto,36051,Diesel,2.1,0,0,0,1,1,0,0,0,20990
281, C Class,2020,Automatic,3458,Petrol,1.5,1,0,0,0,0,0,0,1,28990
282, C Class,2019,Semi-Auto,6406,Diesel,2.0,0,0,0,1,1,0,0,0,27000
283, C Class,2015,Semi-Auto,65000,Diesel,2.1,0,0,0,1,1,0,0,0,12590
284, C Class,2018,Semi-Auto,22773,Diesel,2.1,0,0,0,1,1,0,0,0,20885
285, C Class,2014,Semi-Auto,37000,Petrol,6.2,0,0,0,1,0,0,0,1,25885
286, C Class,2016,Semi-Auto,30487,Diesel,2.1,0,0,0,1,1,0,0,0,14965
287, C Class,2017,Automatic,29814,Diesel,2.1,1,0,0,0,1,0,0,0,16595
288, C Class,2018,Semi-Auto,28050,Diesel,2.1,0,0,0,1,1,0,0,0,17940
289, C Class,2018,Semi-Auto,18882,Diesel,2.1,0,0,0,1,1,0,0,0,19940
290, C Class,2016,Semi-Auto,27034,Diesel,1.6,0,0,0,1,1,0,0,0,16498
291, C Class,2016,Semi-Auto,40620,Diesel,1.6,0,0,0,1,1,0,0,0,14500
292, C Class,2019,Semi-Auto,9057,Diesel,2.0,0,0,0,1,1,0,0,0,27791
293, C Class,2019,Semi-Auto,7060,Diesel,2.0,0,0,0,1,1,0,0,0,26499
294, C Class,2019,Semi-Auto,4615,Diesel,2.0,0,0,0,1,1,0,0,0,31990
295, C Class,2018,Semi-Auto,9250,Petrol,1.5,0,0,0,1,0,0,0,1,20999
296, C Class,2019,Semi-Auto,1052,Diesel,2.0,0,0,0,1,1,0,0,0,31999
